AccID,log2FC,Pvalue,FDR,S2_1,S2_2,S2_3,NC_1,NC_2,NC_3,EnsemblID
MAMSTR,0.380078311,0.434124553,0.556445147,18,28,15,15,11,16,ENSG00000176909
MAN1A1,-3.032119437,0.0092855,0.02070644,1,0,2,8,6,8,ENSG00000111885
MAN1A2,-0.109005563,0.05950584,0.108662838,1278,1441,1415,1136,1500,1417,ENSG00000198162
MAN1B1,0.172078914,0.002865977,0.006959013,1451,1674,1706,1066,1385,1449,ENSG00000177239
MAN1B1-DT,0.664064003,0.08333424,0.145338923,25,39,39,15,23,21,NA
MAN1C1,-1.169763017,0.026078836,0.052615823,14,11,5,17,26,19,ENSG00000117643
MAN2A1,-0.501657282,1.31E-20,8.81E-20,1539,1891,1776,1922,2457,2303,ENSG00000112893
MAN2A1-DT,-0.955469642,0.730879594,1,1,0,0,0,1,1,NA
MAN2A2,-0.512806301,2.66E-09,1.10E-08,518,525,508,552,751,715,ENSG00000196547
MAN2B1,0.300574513,0.002372171,0.005835812,466,514,500,323,365,402,ENSG00000104774
MAN2B2,0.963219933,1.88E-36,2.00E-35,943,1100,1119,420,530,522,ENSG00000013288
MAN2C1,0.492387587,5.94E-05,0.000177101,412,463,381,264,273,269,ENSG00000140400
MANBA,-0.9091982,1.53E-13,7.86E-13,190,203,220,302,346,397,ENSG00000109323
MANBAL,0.24962173,0.005623522,0.013033285,533,631,678,402,494,509,ENSG00000101363
MANCR,-1.632204433,6.02E-10,2.57E-09,26,48,31,95,101,96,NA
MANEA,-1.313817021,1.31E-27,1.10E-26,174,186,205,353,500,425,ENSG00000172469
MANEA-DT,1.896219093,0.035306193,0.068808693,11,13,5,3,1,3,NA
MANEAL,0.890690277,1.86E-22,1.33E-21,651,798,709,291,376,391,ENSG00000185090
MANF,-0.691636228,1.52E-16,8.83E-16,466,511,515,574,822,803,ENSG00000145050
MANSC1,-0.114313147,0.575580232,0.686586103,85,99,112,92,109,88,ENSG00000111261
MANSC4,-2.37278095,0.138998119,0.224206915,0,1,1,4,1,4,ENSG00000205693
MAOA,-0.094725638,0.45023453,0.572101158,230,303,264,229,265,276,ENSG00000189221
MAP10,0.317337571,0.045594551,0.086240089,213,202,201,148,156,143,ENSG00000212916
MAP1A,0.954745927,3.26E-11,1.49E-10,248,313,291,125,140,132,ENSG00000166963
MAP1B,-1.469366241,0.000762961,0.002007553,17,20,6,29,48,32,ENSG00000131711
MAP1LC3A,1.898763037,5.81E-53,8.59E-52,467,589,538,100,139,150,ENSG00000101460
MAP1LC3B,0.851142798,4.17E-86,1.07E-84,4067,4721,4665,1905,2506,2363,ENSG00000140941
MAP1LC3B2,0.79571436,0.004276916,0.010112159,85,64,99,33,61,37,ENSG00000258102
MAP1LC3BP1,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000231909
MAP1LC3P,-1.222117311,0.662018398,1,1,0,0,2,0,0,ENSG00000267647
MAP1S,0.743973159,2.71E-20,1.81E-19,803,899,875,386,490,524,ENSG00000130479
MAP2,3.365162594,6.86E-42,8.21E-41,189,254,230,20,22,17,ENSG00000078018
MAP2K1,-1.598438187,9.97E-63,1.74E-61,267,377,343,706,961,1054,ENSG00000169032
MAP2K1P1,-3.759230531,0.061030939,0.111043172,0,0,0,1,2,4,ENSG00000254013
MAP2K2,0.709819976,2.47E-85,6.24E-84,7453,8388,8168,3844,4687,4792,ENSG00000126934
MAP2K3,-0.890305617,1.26E-60,2.12E-59,1255,1380,1446,1850,2558,2485,ENSG00000034152
MAP2K4,-0.801533025,2.93E-30,2.65E-29,630,705,721,883,1177,1203,ENSG00000065559
MAP2K5,0.644025205,0.000400331,0.001088311,137,174,175,67,101,116,ENSG00000137764
MAP2K5-DT,1.434505489,0.00610676,0.014063087,26,21,27,7,13,5,NA
MAP2K6,1.189033066,0.008892799,0.019889058,22,36,31,12,9,14,ENSG00000108984
MAP2K7,0.607374742,7.94E-18,4.81E-17,1022,1161,1149,562,688,737,ENSG00000076984
MAP3K1,-1.475062324,1.82E-25,1.44E-24,114,120,147,253,372,341,ENSG00000095015
MAP3K10,0.790970369,1.25E-14,6.68E-14,483,555,571,255,294,293,ENSG00000130758
MAP3K11,0.007526747,0.909214341,0.941368003,1126,1245,1260,859,1177,1260,ENSG00000173327
MAP3K12,0.279957059,0.031897741,0.062787465,346,319,333,241,266,237,ENSG00000139625
MAP3K13,-0.857027201,5.78E-15,3.16E-14,237,279,246,360,453,440,ENSG00000073803
MAP3K14,-1.578172857,9.66E-137,4.39E-135,654,729,689,1591,2090,1942,ENSG00000006062
MAP3K14-AS1,-0.780298904,0.002576217,0.006296339,46,42,47,66,70,74,ENSG00000267278
MAP3K15,1.17067866,0.001486203,0.003758115,35,48,46,14,19,19,ENSG00000180815
MAP3K2,-0.649394964,8.68E-18,5.26E-17,846,910,960,1091,1531,1251,ENSG00000169967
MAP3K2-DT,0.952682241,0.260455134,0.372754963,7,7,10,5,5,1,NA
MAP3K20,-0.351096378,1.85E-11,8.58E-11,1496,1754,1748,1592,2133,2072,ENSG00000091436
MAP3K20-AS1,-2.126298752,0.030030367,0.059472749,1,6,0,5,6,17,ENSG00000238133
MAP3K21,-0.651607079,1.99E-05,6.20E-05,139,149,133,158,232,214,ENSG00000143674
MAP3K3,-1.212118773,2.06E-73,4.30E-72,595,717,660,1151,1499,1503,ENSG00000198909
MAP3K4,0.626353904,3.59E-18,2.20E-17,1059,1150,1127,569,723,671,ENSG00000085511
MAP3K4-AS1,-1.124803273,0.000151131,0.000430658,26,29,34,51,67,58,NA
MAP3K5,-0.038260357,0.746227393,0.825149893,262,294,319,225,291,301,ENSG00000197442
MAP3K5-AS1,-3.739853225,0.019312112,0.040195589,1,0,0,4,4,5,NA
MAP3K6,-0.12077613,0.29127054,0.406462591,301,307,312,242,332,339,ENSG00000142733
MAP3K7,-0.238591356,6.22E-07,2.20E-06,1908,2143,2108,1852,2406,2348,ENSG00000135341
MAP3K7CL,2.052764651,0.328723541,1,1,3,1,0,1,0,ENSG00000156265
MAP3K8,-0.254671633,0.424449524,0.547100307,29,46,38,40,46,35,ENSG00000107968
MAP3K9,0.063641441,0.631339755,0.733050972,311,292,268,227,286,245,ENSG00000006432
MAP3K9-DT,0.978733578,0.007002895,0.015950194,39,49,38,17,23,18,NA
MAP4,0.404408195,3.85E-32,3.65E-31,8180,9467,9065,5258,6530,6525,ENSG00000047849
MAP4K1,0.968239969,0.382855058,0.504992166,4,4,5,2,1,3,ENSG00000104814
MAP4K2,0.679474483,1.07E-10,4.78E-10,464,513,492,248,278,306,ENSG00000168067
MAP4K3,0.185036834,0.024005309,0.048911206,801,833,856,598,737,651,ENSG00000011566
MAP4K3-DT,1.494856177,1.23E-06,4.26E-06,73,69,70,24,21,23,NA
MAP4K4,1.008825929,4.42E-82,1.07E-80,2579,3126,3066,1079,1422,1461,ENSG00000071054
MAP4K5,-1.723789903,4.81E-120,1.81E-118,470,504,466,1149,1623,1570,ENSG00000012983
MAP6,2.02420843,0.024060855,0.049006267,7,16,12,0,1,7,ENSG00000171533
MAP6D1,0.321380248,0.351847444,0.472371903,33,43,34,22,28,30,ENSG00000180834
MAP7,0.578878742,0.046564836,0.087876981,73,51,63,36,37,41,ENSG00000135525
MAP7D1,-0.204796241,3.12E-05,9.57E-05,2730,3304,3252,2560,3531,3661,ENSG00000116871
MAP7D2,-0.145963551,0.87657514,0.919878252,4,9,1,4,6,4,ENSG00000184368
MAP7D3,-0.204106034,0.002156408,0.005341361,915,1057,1094,864,1154,1197,ENSG00000129680
MAPK1,-1.0653697,1.01E-151,5.27E-150,2648,3000,2792,4454,5859,5758,ENSG00000100030
MAPK11,0.880838615,1.91E-07,6.99E-07,179,214,183,75,107,103,ENSG00000185386
MAPK12,0.257738477,0.008324152,0.018746559,485,522,482,309,406,420,ENSG00000188130
MAPK13,2.531970267,1.28E-23,9.57E-23,149,162,140,20,25,26,ENSG00000156711
MAPK14,-0.424414136,3.64E-13,1.83E-12,1095,1302,1293,1242,1653,1606,ENSG00000112062
MAPK15,-0.082573873,0.865704586,0.912553118,16,18,18,20,19,10,ENSG00000181085
MAPK1IP1L,-0.910159376,2.03E-85,5.13E-84,1769,1971,2016,2803,3575,3444,ENSG00000168175
MAPK3,0.544444666,5.11E-14,2.67E-13,1019,1146,1077,569,694,758,ENSG00000102882
MAPK4,4.561841191,0.007574321,0.017178953,9,4,1,0,0,0,ENSG00000141639
MAPK6,-0.073614845,0.330485486,0.44960544,741,933,896,689,928,837,ENSG00000069956
MAPK6-DT,1.448201566,0.270053875,0.38281504,6,3,4,4,0,0,NA
MAPK6P3,-0.328558523,0.786742324,0.854312432,2,4,1,2,3,3,NA
MAPK7,-0.338763598,0.003105797,0.007499214,266,299,283,263,339,375,ENSG00000166484
MAPK8,-1.099178172,4.30E-44,5.37E-43,465,520,495,838,1058,981,ENSG00000107643
MAPK8IP1,0.649845022,1.16E-08,4.61E-08,432,493,514,235,340,258,ENSG00000121653
MAPK8IP1P2,0.60369375,0.327645936,0.446733596,8,22,12,6,12,7,ENSG00000263503
MAPK8IP2,2.007654272,1.17E-69,2.31E-68,623,686,767,132,155,182,ENSG00000008735
MAPK8IP3,0.758306458,9.07E-19,5.72E-18,922,981,857,424,537,524,ENSG00000138834
MAPK8IP3-AS1,-1.720955028,0.477014631,1,0,0,1,2,1,0,NA
MAPK9,-1.922335527,1.76E-201,1.57E-199,510,590,580,1643,2075,2064,ENSG00000050748
MAPKAP1,0.340468286,3.03E-10,1.31E-09,1822,2133,2043,1190,1511,1606,ENSG00000119487
MAPKAPK2,0.216274732,2.53E-05,7.82E-05,2006,2251,2300,1385,1893,1862,ENSG00000162889
MAPKAPK3,0.301874612,0.001925703,0.00480065,442,515,492,294,381,394,ENSG00000114738
MAPKAPK5,-0.891896791,1.31E-25,1.04E-24,413,434,475,635,811,783,ENSG00000089022
MAPKAPK5-AS1,0.674434003,2.88E-08,1.11E-07,318,379,351,158,219,221,ENSG00000234608
MAPKBP1,0.016189669,0.870697807,0.915743896,471,466,474,329,474,473,ENSG00000137802
MAPRE1,-0.170901111,1.93E-05,6.02E-05,3991,4747,4608,3697,5011,4965,ENSG00000101367
MAPRE2,-0.046100859,0.648066468,0.747293422,422,438,464,337,488,421,ENSG00000166974
MAPRE3,0.534827519,8.10E-06,2.62E-05,304,370,350,179,238,225,ENSG00000084764
MAPRE3-AS1,-0.848700597,0.44909231,0.571044659,1,3,3,5,4,2,NA
MAPT,1.473546692,5.68E-34,5.69E-33,475,531,544,166,180,158,ENSG00000186868
