AccID,log2FC,Pvalue,FDR,S2_1,S2_2,S2_3,NC_1,NC_2,NC_3,EnsemblID
AC004980.3,0.152945998,0.934336805,0.957347888,0,2,2,2,0,1,ENSG00000230305
AC004980.4,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000250778
AC004982.1,1.273246272,0.303480764,0.420283309,6,5,2,1,0,4,ENSG00000272732
AC005005.2,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000235573
AC005005.3,3.633741008,0.023580833,0.048157578,2,5,8,1,0,0,ENSG00000273387
AC005014.2,-2.488964454,0.391871066,1,0,0,0,0,2,1,ENSG00000272361
AC005020.1,-0.754578893,0.267999909,0.380619146,6,8,6,12,6,12,ENSG00000224448
AC005021.1,-0.145370108,0.965136075,1,0,1,0,1,0,0,ENSG00000273138
AC005034.2,0.477997373,0.663855837,0.76025871,3,4,6,5,3,0,ENSG00000270462
AC005034.4,2.707387069,0.063379603,0.114786058,5,4,5,0,1,1,ENSG00000270996
AC005034.5,-2.922367627,0.004721194,0.011082968,1,2,1,10,5,12,ENSG00000271452
AC005041.3,-0.025653745,0.953656938,0.970200954,19,27,18,23,16,19,ENSG00000272183
AC005046.1,2.254074546,0.083488717,0.14551626,5,9,3,3,0,0,ENSG00000273055
AC005050.1,2.058000775,0.004727596,0.011095636,9,26,15,1,5,5,ENSG00000267052
AC005070.2,0.816399412,0.841422154,1,0,1,0,0,0,0,ENSG00000271482
AC005070.3,0.716978214,0.037568941,0.072698126,45,46,45,17,37,22,ENSG00000272918
AC005072.1,0.494173105,0.742005073,0.821510939,4,1,1,1,2,1,ENSG00000272219
AC005077.3,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000228829
AC005077.4,2.28815155,0.27891677,0.392853068,0,4,2,0,1,0,ENSG00000230882
AC005084.1,-1.10715394,0.786137378,1,0,0,0,0,1,0,ENSG00000271330
AC005086.1,-0.7034635,0.562730485,0.675019431,2,1,3,2,4,3,ENSG00000261535
AC005086.2,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000279724
AC005088.1,-1.10715394,0.786137378,1,0,0,0,0,1,0,ENSG00000278586
AC005089.1,0.603406917,0.322172561,0.440825626,13,15,11,9,7,7,ENSG00000274080
AC005096.1,-2.680572842,0.185467989,0.283763292,0,1,0,3,0,3,ENSG00000259294
AC005099.1,-1.533028998,0.569432112,1,0,0,1,0,0,3,ENSG00000226624
AC005104.1,-0.553051864,0.222084621,0.32865543,14,19,16,25,21,18,ENSG00000223374
AC005154.3,3.639473288,0.000772623,0.002031726,24,8,9,2,0,1,ENSG00000244480
AC005154.5,4.649172379,0.00092668,0.002409019,8,12,10,0,0,1,ENSG00000264520
AC005156.1,-0.145369875,0.964467029,1,1,0,0,1,0,0,ENSG00000278819
AC005165.2,-1.115999235,0.583586184,1,1,1,0,1,0,3,ENSG00000239622
AC005180.1,1.08384566,0.134251023,0.21787912,14,12,8,2,8,5,ENSG00000267405
AC005180.2,0.827765342,0.254051737,0.365369214,16,4,13,6,5,6,ENSG00000267505
AC005183.1,0.465311059,0.587737579,0.696528733,4,9,8,8,3,2,ENSG00000271500
AC005197.1,-0.523206073,0.461870005,0.583590259,10,6,4,10,9,7,ENSG00000269694
AC005220.1,-2.59358598,0.357318446,1,0,0,0,1,2,0,ENSG00000236352
AC005224.4,-2.19274686,0.076444036,0.135171691,3,0,1,5,11,1,ENSG00000266709
AC005225.1,3.551890667,0.080088225,0.140634337,4,2,1,0,0,0,ENSG00000258443
AC005225.3,-0.222173342,0.870229812,0.91545652,2,1,3,4,1,1,ENSG00000258695
AC005225.5,1.618686727,0.003203952,0.007718469,19,23,28,3,9,9,ENSG00000279026
AC005229.4,-0.296164959,0.431752294,0.55391504,24,23,29,29,29,26,ENSG00000273314
AC005237.2,-1.10715394,0.786137378,1,0,0,0,0,1,0,ENSG00000235861
AC005244.1,-0.807928829,0.59459057,0.702364644,0,2,2,3,1,2,ENSG00000263648
AC005253.1,-0.054015839,0.895495556,0.932411437,27,25,18,21,22,23,ENSG00000268030
AC005256.1,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000267073
AC005261.2,-0.99247921,2.39E-27,1.99E-26,342,400,392,529,749,781,ENSG00000268205
AC005261.3,-0.639162882,0.604308555,0.710553172,5,0,2,4,1,5,ENSG00000268678
AC005261.5,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000268723
AC005261.6,-0.647396925,0.14015391,0.225724469,17,18,20,34,23,19,ENSG00000279541
AC005274.1,0.990750308,0.46957149,0.590613847,3,4,2,2,0,2,ENSG00000280168
AC005277.2,1.30954342,0.418897022,0.541850042,1,4,3,0,3,0,ENSG00000277621
AC005288.1,-0.438092776,0.828241805,0.885446361,2,1,0,0,0,4,ENSG00000266469
AC005304.1,2.704775221,0.271897988,1,1,1,2,0,0,0,ENSG00000233852
AC005304.3,3.536718693,0.080972061,0.141971528,3,1,3,0,0,0,ENSG00000266744
AC005306.1,-0.1080511,0.962676246,1,0,3,0,0,0,3,ENSG00000267283
AC005324.5,4.055519199,0.027259797,0.054673325,5,4,1,0,0,0,ENSG00000266261
AC005326.1,-0.263670636,0.774801666,0.84559378,6,3,4,6,2,6,ENSG00000226744
AC005329.3,0.544636417,0.157781043,0.249145804,37,38,26,19,26,18,ENSG00000280486
AC005332.1,0.472483474,0.530859079,0.64692399,8,8,11,3,3,12,ENSG00000265100
AC005332.10,1.666792523,0.631900534,1,0,1,1,0,0,0,ENSG00000278740
AC005332.5,4.309086279,0.011989558,0.026108015,5,4,3,0,0,0,ENSG00000267731
AC005332.6,0.655443007,0.122029565,0.201268,29,35,22,12,16,22,ENSG00000274561
AC005332.8,-0.075982926,0.783828732,0.8521712,44,50,64,43,47,61,ENSG00000277476
AC005332.9,-0.416504633,0.035273948,0.068764083,92,95,83,99,109,119,ENSG00000278730
AC005336.1,-3.226027014,0.178882234,1,0,0,0,0,2,3,ENSG00000267056
AC005336.2,-1.949239951,0.40002326,1,0,0,1,0,2,2,ENSG00000267218
AC005355.1,-0.840250813,0.718244949,1,2,0,0,3,0,0,ENSG00000250994
AC005355.2,-1.322452632,0.384408382,0.506493491,1,1,1,1,3,3,ENSG00000280420
AC005363.2,-0.107301581,0.932049666,0.956115149,2,2,3,1,2,4,ENSG00000277602
AC005377.1,0.816399412,0.841422154,1,0,1,0,0,0,0,ENSG00000270512
AC005379.1,1.320344246,0.385124426,0.507136076,2,3,3,0,1,2,ENSG00000267159
AC005383.1,0.554683016,0.809648894,1,2,1,0,0,2,0,ENSG00000275024
AC005387.1,-0.651143551,0.624700422,0.727623702,2,2,1,3,2,2,ENSG00000268938
AC005387.2,0.041986732,0.966708648,0.978198599,7,2,3,2,5,4,ENSG00000269191
AC005391.1,-2.30401125,0.08487035,0.147469757,0,2,1,5,6,2,ENSG00000275162
AC005392.1,1.654584177,0.663351797,1,0,2,0,0,0,0,ENSG00000227606
AC005392.2,-0.588025803,0.636767055,0.737781176,1,2,3,3,2,3,ENSG00000231412
AC005392.3,3.270672632,0.132901423,1,1,4,1,0,0,0,ENSG00000272396
AC005393.1,0.532520466,0.247703214,0.358380962,24,24,22,13,10,21,ENSG00000276445
AC005410.2,-1.10715394,0.786137378,1,0,0,0,1,0,0,ENSG00000266368
AC005476.1,-0.634941153,0.771964912,1,1,1,0,0,1,2,ENSG00000259079
AC005479.2,0.544603745,0.764985506,0.838282994,0,4,1,1,2,0,ENSG00000259005
AC005479.3,1.096603212,0.57739329,0.688376429,0,4,1,1,1,0,ENSG00000270000
AC005480.2,1.38083654,0.57212565,1,2,0,1,1,0,0,ENSG00000279461
AC005481.1,-1.019745084,0.010936493,0.024004547,11,22,32,46,39,31,ENSG00000222012
AC005486.1,0.22984225,0.90259152,0.937056501,0,2,2,1,2,0,ENSG00000243018
AC005498.1,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000267224
AC005514.1,0.718531609,0.805597307,1,0,0,2,1,0,0,ENSG00000279599
AC005519.2,-0.375537017,0.419592456,0.542277427,15,13,20,14,23,20,ENSG00000258559
AC005520.3,1.395021755,0.431190152,0.553612603,1,2,3,1,1,0,ENSG00000270140
AC005520.5,0.307102603,0.777570493,0.847441152,4,4,3,3,4,1,ENSG00000273711
AC005522.1,-1.631946887,0.504796913,1,1,0,0,1,0,2,ENSG00000250614
AC005523.1,-0.499270011,0.670294983,0.765525683,3,1,3,3,2,4,ENSG00000268536
AC005529.1,-1.10715394,0.786137378,1,0,0,0,1,0,0,ENSG00000234208
AC005532.2,2.305331789,0.429466522,1,1,0,2,0,0,0,ENSG00000244167
AC005534.2,-0.717242466,0.625729105,0.728398626,2,1,1,2,3,1,ENSG00000234450
AC005537.1,2.174012309,3.12E-06,1.05E-05,46,41,32,8,6,10,ENSG00000232006
AC005540.1,2.404368143,0.002306767,0.005688236,13,16,17,1,6,1,ENSG00000235852
AC005544.1,1.744593065,0.354357672,0.475076711,3,0,4,0,2,0,ENSG00000264491
AC005546.1,-1.005390278,0.019343554,0.040253432,10,25,22,43,34,23,ENSG00000266897
AC005559.1,0.552099478,0.710745792,0.796905558,1,2,4,3,0,1,ENSG00000267036
AC005562.1,-0.83480998,0.182897812,0.280646955,8,6,8,9,11,16,ENSG00000214719
AC005578.1,1.741480996,0.608262627,1,1,0,1,0,0,0,ENSG00000280247
AC005592.1,-0.261937374,0.712687362,0.798595199,5,5,12,6,9,9,ENSG00000261757
AC005593.1,2.645866063,0.000111042,0.000320986,23,25,19,0,6,4,ENSG00000279584
AC005606.2,0.582747596,0.514488907,0.632744737,4,8,6,2,5,4,ENSG00000261790
AC005614.1,2.591481478,0.087786863,0.151736327,3,2,8,0,1,1,ENSG00000269296
AC005618.1,1.316400181,0.039637077,0.07633718,10,17,22,3,5,10,ENSG00000272070
AC005632.2,-0.281275621,0.772283081,0.843889287,3,2,7,5,6,2,ENSG00000261596
AC005682.1,0.69095986,0.639998588,0.740319424,3,2,2,1,3,0,ENSG00000226329
AC005695.3,-2.058059523,0.526053564,1,0,0,0,1,1,0,ENSG00000273816
AC005696.1,-0.392841068,0.600450184,0.707109942,4,6,10,5,5,14,ENSG00000262050
AC005696.3,-0.091193021,0.94712364,0.96609231,3,2,1,1,4,1,ENSG00000272911
AC005702.4,-0.145370756,0.966816527,1,0,1,0,0,0,1,ENSG00000274378
AC005702.5,-1.900005531,0.608580758,1,0,0,0,0,2,0,ENSG00000275860
AC005703.4,3.715739351,0.057474128,0.105453749,3,4,1,0,0,0,ENSG00000266667
AC005722.3,1.666792523,0.631900534,1,0,1,1,0,0,0,ENSG00000264785
AC005726.3,2.023178718,0.359530076,1,0,4,1,1,0,0,ENSG00000264044
AC005730.3,-1.735385302,0.227066715,0.334635815,1,1,1,3,1,5,ENSG00000266126
AC005740.2,1.666792523,0.631900534,1,0,1,1,0,0,0,ENSG00000250347
AC005740.3,-0.204498674,0.848517577,0.90098298,2,6,2,5,2,3,ENSG00000254099
AC005740.4,2.811087471,0.008409286,0.018920895,11,11,8,0,4,0,ENSG00000271871
AC005746.1,0.833105693,0.211632842,0.316330271,14,10,11,5,5,8,ENSG00000266934
AC005746.2,4.006144249,0.03110721,0.061401305,1,3,6,0,0,0,ENSG00000267131
AC005753.1,1.743479472,0.423952449,1,1,1,2,1,0,0,ENSG00000278925
AC005757.1,-2.983949647,0.212398845,1,0,0,0,1,2,1,ENSG00000267044
AC005758.1,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000267630
AC005759.1,1.3695862,0.189624601,0.289057895,7,4,6,2,3,1,ENSG00000268650
AC005776.1,1.980989475,0.084282705,0.146668269,3,9,6,2,1,1,ENSG00000270802
AC005776.2,1.580262159,0.000264857,0.000735251,40,40,32,11,8,15,ENSG00000273218
AC005785.1,-1.889042622,0.131061671,0.213671707,1,1,2,1,4,9,ENSG00000268189
AC005785.2,-0.326215623,0.548677111,0.662269011,8,16,12,10,16,15,ENSG00000279203
AC005786.1,-1.10715394,0.786137378,1,0,0,0,1,0,0,ENSG00000266959
AC005786.2,1.333598039,0.521655821,0.638850922,5,0,0,0,1,1,ENSG00000267231
AC005786.4,-0.279749884,0.894006021,1,0,3,0,2,1,0,ENSG00000279590
AC005790.1,0.207037712,0.910548044,0.942255696,2,2,0,2,0,1,ENSG00000274447
AC005796.1,2.768796402,0.286613552,1,3,1,0,0,0,0,ENSG00000279617
AC005823.2,-1.10715394,0.786137378,1,0,0,0,1,0,0,ENSG00000249982
AC005828.1,-0.253554829,0.885460672,0.925941754,1,0,3,3,1,0,ENSG00000226797
AC005828.3,-1.905162274,0.576449156,1,0,0,0,0,1,1,ENSG00000263644
AC005828.4,2.336606517,0.23004582,0.338167356,2,2,2,1,0,0,ENSG00000265282
AC005828.5,0.882307631,0.687549394,1,0,3,1,0,2,0,ENSG00000265971
AC005828.6,1.330521864,0.597580825,1,1,2,0,0,1,0,ENSG00000271749
AC005829.1,0.76740517,0.783429852,1,1,1,0,0,1,0,ENSG00000261575
AC005831.1,1.389145663,8.54E-12,4.02E-11,138,160,157,43,58,57,ENSG00000280202
AC005832.1,1.48856341,0.318825594,0.437168357,2,2,5,0,1,2,ENSG00000256381
AC005832.3,1.741480996,0.608262627,1,1,0,1,0,0,0,ENSG00000256799
AC005837.1,2.230699759,0.048415763,0.090887755,3,10,9,3,1,0,ENSG00000261335
AC005837.3,-0.418370999,0.70944929,0.795856575,4,1,3,2,5,3,ENSG00000277382
AC005838.2,-0.069988694,0.923682422,0.950494559,7,7,8,6,11,4,ENSG00000266538
AC005839.1,-0.069203514,0.769381247,0.841677739,71,68,68,55,69,74,ENSG00000279089
AC005840.1,-1.173099533,0.267847747,0.380519478,4,1,2,2,7,6,ENSG00000213942
AC005840.3,-0.875350848,0.020595442,0.042621257,18,30,16,32,40,34,ENSG00000256433
AC005840.5,-0.044791569,0.937545958,0.959565929,9,15,12,7,12,15,ENSG00000276718
AC005845.1,0.816399412,0.841422154,1,0,1,0,0,0,0,ENSG00000255775
AC005865.2,0.816399412,0.841422154,1,0,1,0,0,0,0,ENSG00000250770
AC005884.1,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000267207
AC005899.1,1.806511714,0.617796547,1,2,0,0,0,0,0,ENSG00000264083
AC005899.2,0.816399412,0.841422154,1,0,1,0,0,0,0,ENSG00000264373
AC005899.5,2.347709579,0.415390188,1,2,0,1,0,0,0,ENSG00000266385
AC005899.6,2.392187021,0.438970458,1,3,0,0,0,0,0,ENSG00000274341
AC005899.7,2.76354554,0.152379796,0.242082717,3,0,5,1,0,0,ENSG00000278668
AC005899.8,0.78628869,0.428841446,0.551239004,6,4,5,2,3,3,ENSG00000279762
AC005911.1,0.112245161,0.863082054,0.910964496,13,9,8,4,11,11,ENSG00000278356
AC005912.1,-0.02176442,0.887475148,0.92743256,1093,1308,1344,814,1189,1488,ENSG00000227081
AC005912.2,-0.35132792,0.753732867,0.830118861,4,1,4,6,1,3,ENSG00000275850
AC005920.2,-0.255739333,0.878633472,0.921249076,1,2,1,3,0,1,ENSG00000249870
AC005921.3,0.645312281,0.410921988,0.53402663,9,9,6,4,3,7,ENSG00000278963
AC005954.1,-0.946924756,0.316515082,0.434567718,4,3,3,3,3,12,ENSG00000267138
AC005962.2,4.31427632,0.014181697,0.030385444,5,1,6,0,0,0,ENSG00000278627
AC005972.4,0.440035598,0.697392924,0.786212096,5,2,5,3,0,5,ENSG00000283538
AC006001.1,-1.090000602,0.689653459,1,0,1,0,1,0,1,ENSG00000177418
AC006001.2,0.435319319,0.03461942,0.067583728,106,117,103,64,75,80,ENSG00000226824
AC006017.1,-0.005863127,0.994639302,0.996084867,4,8,5,1,9,6,ENSG00000229591
AC006023.1,-1.08885872,0.690030302,1,0,1,0,1,1,0,ENSG00000270577
AC006023.2,0.766938685,0.777480522,1,1,1,0,1,0,0,ENSG00000273444
AC006026.1,-1.322115505,0.395157105,0.517717347,1,1,1,1,1,5,ENSG00000224785
AC006028.1,-1.536425931,0.541535624,1,0,0,1,0,1,2,ENSG00000231357
AC006041.1,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000229379
AC006042.1,1.654584177,0.663351797,1,0,2,0,0,0,0,ENSG00000227719
AC006042.4,0.835115109,0.77644495,1,2,0,0,0,1,0,ENSG00000234141
AC006064.1,1.687441227,0.234341673,0.343246572,5,5,1,2,0,1,ENSG00000245667
AC006064.2,-0.233330925,0.774038858,0.845087984,4,5,7,5,6,6,ENSG00000247853
AC006077.1,-1.536342146,0.542060271,1,0,1,0,0,1,2,ENSG00000270892
AC006077.2,0.752062325,0.23598875,0.344994492,14,10,19,2,12,10,ENSG00000279799
AC006111.2,-0.397574754,0.506007278,0.625035541,11,12,6,9,12,14,ENSG00000263235
AC006111.3,2.239167557,0.48868676,1,0,3,0,0,0,0,ENSG00000276754
AC006116.2,3.017427267,0.184405852,1,1,2,2,0,0,0,ENSG00000266932
AC006116.4,1.342580748,0.585499577,1,1,0,2,1,0,0,ENSG00000267192
AC006116.5,-1.10715394,0.786137378,1,0,0,0,1,0,0,ENSG00000267298
AC006122.1,-0.49710326,0.601667465,0.708278661,0,7,6,6,4,6,ENSG00000213970
AC006130.1,-1.816083129,0.474500743,1,0,1,0,3,0,0,ENSG00000267063
AC006141.1,0.553124991,0.369753487,0.49108929,15,14,13,2,12,13,ENSG00000264895
AC006159.1,-2.58388643,0.187510574,0.286270729,0,1,0,1,3,2,ENSG00000235427
AC006207.1,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000283138
AC006213.2,0.935050685,0.095328493,0.162743362,20,19,13,6,10,9,ENSG00000267058
AC006213.4,-0.352339534,0.652403339,0.750926222,5,4,8,4,8,8,ENSG00000277806
AC006213.5,-0.343262158,0.822832953,0.881264165,1,3,1,0,1,5,ENSG00000278492
AC006213.6,1.781860493,0.001731465,0.004339981,20,22,29,3,5,11,ENSG00000278917
AC006238.1,2.700233012,0.069965684,0.125273515,4,5,5,0,2,0,ENSG00000272799
AC006254.2,-1.725195005,0.320102472,0.438459307,1,1,0,2,2,2,ENSG00000270941
AC006270.3,2.319128337,0.063653842,0.115254329,6,7,4,2,1,0,ENSG00000272383
AC006272.1,1.731768197,0.611333504,1,1,1,0,0,0,0,ENSG00000268316
AC006273.1,0.958458871,0.389790151,0.512026262,3,5,5,2,1,3,ENSG00000272473
AC006277.1,0.50402379,0.500283752,0.619629092,12,6,8,4,9,4,ENSG00000279452
AC006328.1,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000233619
AC006329.2,0.76740517,0.783429852,1,1,1,0,0,1,0,ENSG00000278683
AC006330.1,1.389537548,1.41E-07,5.20E-07,94,92,95,33,29,35,ENSG00000280388
AC006357.1,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000230033
AC006369.1,0.51072862,0.415552372,0.538742344,14,11,12,5,6,13,ENSG00000236213
AC006435.5,0.76740127,0.783379191,1,1,1,0,0,0,1,ENSG00000280280
AC006441.1,-1.932153662,0.032321685,0.063553875,3,2,2,9,7,8,ENSG00000263466
AC006449.1,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000274996
AC006449.2,0.966872952,0.33451587,0.453605248,3,5,9,1,3,4,ENSG00000275532
AC006449.3,-2.38598593,0.237334321,0.346433324,1,0,0,2,2,1,ENSG00000275665
AC006449.5,1.198244851,0.043738654,0.083248798,19,16,15,5,6,9,ENSG00000277182
AC006449.6,-1.326617226,0.002320273,0.005719623,11,12,15,22,31,34,ENSG00000277969
AC006453.4,2.99016736,0.221432106,1,0,2,3,0,0,0,ENSG00000283427
AC006460.1,-0.301168384,0.706816636,0.793993929,6,6,4,5,6,7,ENSG00000228509
AC006460.2,-1.265064072,0.037542154,0.072659046,5,8,7,15,13,15,ENSG00000284052
AC006480.1,-0.205818236,0.879540019,0.921892517,3,1,2,4,1,1,ENSG00000228019
AC006480.2,2.178021066,3.91E-06,1.30E-05,49,37,32,6,7,11,ENSG00000273448
AC006483.1,2.292085717,0.433858009,1,1,2,0,0,0,0,ENSG00000228974
AC006483.2,0.414841222,0.680203211,0.772798887,5,3,5,2,3,4,ENSG00000272719
AC006486.2,0.97789445,0.009443906,0.02102566,38,37,43,12,19,24,ENSG00000279539
AC006504.1,1.738312309,2.77E-09,1.14E-08,79,85,87,23,24,21,ENSG00000261770
AC006504.3,-0.814774463,0.357054994,0.477850366,5,3,4,2,12,6,ENSG00000267264
AC006504.6,1.806511714,0.617796547,1,2,0,0,0,0,0,ENSG00000267768
AC006504.8,0.12896505,0.788273577,0.855471397,12,26,18,14,17,15,ENSG00000281468
AC006509.1,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000224058
AC006511.2,-0.145370455,0.966066235,1,1,0,0,0,0,1,ENSG00000255581
AC006511.3,0.817457482,0.225242827,0.332436702,17,12,7,4,7,8,ENSG00000279865
AC006511.5,-2.57569519,0.110674124,0.185128541,0,2,0,6,1,3,ENSG00000284697
AC006512.1,2.66101187,0.31959034,1,0,3,1,0,0,0,ENSG00000239701
AC006518.1,2.076798924,0.336340517,1,2,3,0,1,0,0,ENSG00000256651
AC006518.2,-0.543464336,0.753111461,0.829848968,1,1,1,1,1,2,ENSG00000256682
AC006538.1,1.443680306,9.35E-12,4.39E-11,134,159,140,38,54,53,ENSG00000261342
AC006538.3,1.037535477,0.412158692,0.535381394,2,8,2,3,0,2,ENSG00000276097
AC006539.2,0.77515723,0.705979915,1,0,3,1,1,1,0,ENSG00000268070
AC006547.1,-0.361451065,0.417420011,0.540401083,24,15,18,25,17,24,ENSG00000236540
AC006557.1,0.514209086,0.445396459,0.567490577,13,8,10,5,6,9,ENSG00000267150
AC006557.5,0.835115109,0.77644495,1,2,0,0,0,1,0,ENSG00000270469
AC006581.2,2.034489245,0.36255855,1,0,1,4,0,1,0,ENSG00000282022
AC006942.1,-1.478003964,0.416616454,0.539670508,1,1,0,2,2,1,ENSG00000269194
AC006946.1,0.381666942,0.802453204,0.865784472,1,3,2,2,0,2,ENSG00000235328
AC006947.1,1.741480996,0.608262627,1,1,0,1,0,0,0,ENSG00000229330
AC006967.2,0.816399412,0.841422154,1,1,0,0,0,0,0,ENSG00000236102
AC006978.1,-1.379959428,4.57E-06,1.51E-05,25,26,27,50,63,72,ENSG00000235859
AC006978.2,-0.347647187,0.892978235,1,0,0,2,2,0,0,ENSG00000281593
AC007000.2,-0.16799442,0.92168015,0.949364568,0,3,1,1,1,2,ENSG00000225726
AC007014.2,-1.729302297,0.120964458,0.19972904,1,3,1,4,6,5,ENSG00000274038
AC007016.1,-1.10715394,0.786137378,1,0,0,0,0,1,0,ENSG00000249930
AC007029.1,-0.145370076,0.965047037,1,0,0,1,1,0,0,ENSG00000271185
AC007032.1,0.14880757,0.922431745,0.949739446,2,1,2,2,1,1,ENSG00000273320
AC007036.2,-0.07385189,0.965693111,0.977529867,1,1,2,0,3,1,ENSG00000230751
AC007038.2,-0.815083063,0.249910225,0.3609196,5,2,14,7,15,12,ENSG00000272807
AC007040.1,-0.422083617,0.783517743,0.852069749,2,1,1,1,2,2,ENSG00000228384
AC007040.2,0.239669526,0.456895588,0.57879741,42,46,39,27,42,29,ENSG00000258881
AC007066.1,-1.089392569,0.686419355,1,1,0,0,1,0,1,ENSG00000213216
AC007066.2,-0.240487181,0.279808291,0.394058428,68,89,75,63,104,83,ENSG00000261094
AC007114.2,-2.338101923,0.040172477,0.077268241,2,0,2,8,6,4,ENSG00000263089
AC007128.1,0.543593247,0.374181639,0.495746268,11,18,11,6,6,13,ENSG00000229970
AC007128.2,0.093888225,0.951480233,0.968567432,2,4,0,2,3,0,ENSG00000272328
AC007151.1,-1.08885872,0.690030302,1,0,1,0,1,1,0,ENSG00000262516
AC007182.2,-0.706778501,0.274120288,0.387160668,8,5,13,4,19,17,ENSG00000242951
AC007191.1,-1.590003736,6.61E-15,3.60E-14,65,51,57,145,173,155,ENSG00000279407
AC007193.3,2.022799885,0.000654611,0.001738821,15,34,23,4,8,4,ENSG00000269151
AC007204.1,2.254863121,0.446368152,1,0,1,2,0,0,0,ENSG00000273791
AC007215.1,-1.089920528,0.689224329,1,0,0,1,1,0,1,ENSG00000242329
AC007216.1,1.032449182,0.455134635,0.577196682,2,1,6,1,1,2,ENSG00000260488
AC007216.2,-1.837117609,0.066107925,0.119072026,2,2,2,3,9,8,ENSG00000261216
AC007216.3,-0.348662675,0.572860235,0.684272438,8,10,9,10,8,13,ENSG00000261560
AC007220.1,4.875522407,0.001732115,0.004341115,5,7,6,0,0,0,ENSG00000263033
AC007224.2,1.853939296,0.259112314,0.371242789,4,2,2,1,1,0,ENSG00000279357
AC007225.1,-0.222025795,0.925223649,1,0,1,1,1,0,1,ENSG00000260782
AC007238.1,0.620834591,0.672003433,0.766825438,3,0,5,0,2,3,ENSG00000231043
AC007250.1,-1.10715394,0.786137378,1,0,0,0,0,0,1,ENSG00000273063
AC007272.1,-2.494801107,0.022222578,0.04562032,1,1,2,8,5,7,ENSG00000232719
AC007285.2,0.920302872,0.463086864,0.584692245,2,5,4,3,2,0,ENSG00000231519
AC007292.1,-0.733864313,0.549078733,0.66268123,2,2,2,3,1,5,ENSG00000267980
AC007292.2,2.803791382,2.37E-05,7.35E-05,19,21,36,1,5,4,ENSG00000269318
AC007292.3,1.668726826,0.328874293,0.448021634,4,1,2,1,1,0,ENSG00000269807
AC007298.1,3.013407294,0.189287105,1,1,3,1,0,0,0,ENSG00000257715
AC007298.2,1.777908394,0.441455637,1,2,0,2,0,1,0,ENSG00000257878
AC007318.2,0.113052888,0.778556335,0.848264017,31,24,26,22,17,29,ENSG00000273763
AC007325.3,-1.10715394,0.786137378,1,0,0,0,0,1,0,ENSG00000278573
AC007325.4,2.800765035,5.63E-06,1.85E-05,28,34,24,6,3,2,ENSG00000278817
AC007326.1,1.954043084,0.145459747,0.232790494,2,3,8,1,1,1,ENSG00000271275
AC007326.3,0.918979207,0.430267679,0.552814493,2,2,9,3,2,1,ENSG00000283583
AC007327.2,2.347709579,0.415390188,1,2,0,1,0,0,0,ENSG00000229679
AC007342.1,-0.668574678,0.754841542,1,2,0,0,1,1,1,ENSG00000259926
AC007342.6,-0.512340678,0.686809022,0.777642303,2,2,2,1,2,5,ENSG00000279344
AC007342.7,-1.678772338,0.002384763,0.005864825,6,10,5,17,22,22,ENSG00000279722
AC007347.1,0.911924269,0.676119028,1,1,3,0,0,2,0,ENSG00000261049
AC007365.1,-0.986344927,0.560228812,0.672769335,0,2,1,3,1,1,ENSG00000226756
AC007389.5,0.816399412,0.841422154,1,0,1,0,0,0,0,ENSG00000281920
AC007390.2,0.041947718,0.919525433,0.947901637,26,17,38,24,28,19,ENSG00000272054
AC007405.2,-0.340764443,0.822092002,0.880707534,1,2,2,0,1,5,ENSG00000235934
AC007406.1,-3.184269392,0.070430026,0.126012826,1,0,0,2,5,2,ENSG00000255671
AC007406.5,0.125464746,0.653617094,0.751930762,47,60,52,33,47,53,ENSG00000261799
AC007448.2,0.816399412,0.841422154,1,0,0,1,0,0,0,ENSG00000264421
AC007485.1,-0.163703118,0.922837646,0.949992664,0,2,2,1,1,2,ENSG00000275710
AC007485.2,0.078728507,0.707184558,0.794263368,154,105,152,76,150,135,ENSG00000279059
AC007494.1,2.675223618,0.354312961,1,0,0,4,0,0,0,ENSG00000260012
AC007494.2,0.147555238,0.925584443,0.951519276,2,1,2,2,2,0,ENSG00000260744
AC007494.3,0.69895448,0.817314137,1,0,2,0,0,0,1,ENSG00000279509
AC007496.1,-3.220011213,0.220325442,1,0,0,0,0,5,0,ENSG00000260194
AC007496.2,0.71038948,0.801454371,1,0,1,1,0,0,1,ENSG00000261630
AC007497.1,-1.026955542,0.329033103,0.4481826,3,2,2,4,5,4,ENSG00000275191
